tokens,IOB_tag
"['track', 'capability', 'send', 'different', 'speed', 'profile', 'for', 'specific', 'to', '.', 'reject', 'be', 'relevant', 'movement', 'authority', 'end', 'be', 'not', 'available', 'on', '-', 'board', ',', 'the', 'movement', 'authority', 'shall', 'where', 'movement', 'authority', 'accordingly', 'not', 'be', 'show', 'on', 'the', 'DMI', 'shall', 'unless', 'by', 'the', 'driver', '.']","[1, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
"['optional', 'specification', 'mandatory', 'level', 'respect', 'in', 'every', 'ETCS', 'application', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"['these', 'below', 'not', 'require', 'for', 'interoperability', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['take', '.', 'a', 'of', 'miss', 'notification', 'of', 'an', 'incoming', 'the', 'call', 'party', 'c', 'with', 'a', 'high', 'emlpp', 'priority', 'from', 'party', 'network', 'such', 'conform', 'to', 'a', 'common', 'minimum', 'standard', 'of', 'performance', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'System', 'must', 'allow', 'persistent', 'default', 'for', 'data', 'entry', 'where', 'desirable', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['none', '.', 'block', 'other', 'the', 'movement', '0.05x', 'least', 'at', 'block', 'other', 'near', 'ove', 'mt', ""'"", 'the', 'other', 'block', 'and', 'exit', 'of', 'user', 'the', 'zone', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['(', 'i', ')', '/', 'ERTMS', 'if', ')', 'i']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['system', '.', 'information', 'contact', 'and', ',', 'location', ',', 'name', 'organization', ':', 'include', ',', 'investigation', 'OM', 'the', 'capability', 'to', 'capture', 'e.g.', '(', 'type', ',', ')', 'applicable', 'if', '(', 'name', ',', ':', ',', 'investigation', 'OM', 'an', 'in', 'involve', 'location', 'about', 'datum', 'include', 'invoice', 'date', ',']","[1, 0, 4, 3, 0, 0, 3, 0, 4, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]"
"['this', 'family', 'to', 'be', 'state', '-', 'of', '-', 'the', '-', 'art', 'system', '(', 'cpu', ',', 'communication', 'support', ')', 'in', 'a', 'scaleable', '.', 'be', 'off', 'use', 'EPICS', 'as', 'the', 'interface', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'of', 'the', 'command', '.']","[0, 0, 0, 1, 0]"
"['the', 'Gemini', 'Control', 'System', 'formally', 'distinguish', 'alarm', 'by', 'may', '.', 'alarm', 'restart', 'full', 'operation', ';', 'warn', 'all', 'other', 'unexpected', 'to', 'condition', 'in', 'warning', 'that', 'be', 'properly', 'log', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['system', 'should', 'track', 'the', 'family', ',', 'e.g.', '(', 'person', '-', 'to', '-', 'person', ',', 'example']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['this', '.', 'Requirements', 'entity', 'with', 'connection', 'search']","[0, 0, 0, 2, 0, 2, 0]"
"['user', 'display', 'ascend', '/', 'descend', 'order', 'result', 'all', 'sort', 'filter', 'system', '–', 'header', 'name', 'column', 'on', 'once', 'click', 'by', 'result', 'search', 'the', 'sort']","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 4, 0, 3, 0, 0, 0, 0, 2, 1, 0, 0]"
"['not', '.']","[0, 0]"
"['if', 'symptom', 'persist', 'referral', 'to', 'a', 'hospital', ';', 'Provider', 'follow', 'document', 'voucher', 'case', 'in', 'a', 'standardised', 'patient', 'treatment', 'documentation', 'form', '.']","[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 2, 0]"
"['the', 'system', 'will', 'have', 'the', 'facility', 'to', 'capture', 'the', 'detail', 'of', 'VSP', 'staff', 'detail', 'and', 'the', 'necessary', 'master', 'information', 'while', 'enter', 'the', 'claim', 'into', 'system', 'should', 'master', ',', 'the', 'vmu', ';', 'each', 'voucher', 'should', 'have', 'two', 'portion', 'with', 'three', 'tear', 'off', 'to', 'voucher', 'each', 'for', 'Client', 'and', 'Partner', ';', 'the', 'client', 'and/or', 'the', 'partner', 'will', 'choose', 'slip', 'back', 'detail', 'sale', 'upgrade', 'to', 'meet', 'the', 'additional', 'market', 'and', 'project', 'need', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 3, 0, 0, 0, 3, 4, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['contain', '.', '""', 'continuation', 'determine', 'action', 'the', 'of']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['by', '.', 'monitoring', 'point', '-', 'multi', 'be', 'system', 'the', 'of', 'use', '-', 'multi', 'of', 'case', 'simple', 'should', 'system', 'Telescopes', 'm', 'part', 'any', ')', 'privilege', 'their', 'to', 'accord', '(', 'access', 'to', 'able', 'be', 'shall', 'they', ',', 'site', 'telescope', 'the', 'at', 'of', 'by', 'the', 'setup', '8', 'Gemini', 'whole', 'the', 'of', 'subsection']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['other', '.', 'development', 'parse', ',', 'and', 'that', 'ensure', 'will', 'method']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['train', 'running', 'number', ';', 'the', 'STM', 'for', 'use', ';', 'train', 'gauge', ';', 'ready', 'to', 'board', 'on', 'or', 'when', 'enter', 'the', 'RBC', 'area']","[3, 4, 4, 0, 0, 3, 4, 4, 0, 3, 4, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 4]"
"['(', 'i', ')', 'an', 'additional', 'option', 'be', 'available', 'to', 'reduce', 'be', 'to', 'need', 'will', 'user', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'driver', 'shall', 'know', 'the', 'distance', 'the', 'profile', 'the', 'ensure', 'braking', 'curve', 'base', 'on', 'all', 'relevant', 'service', 'datum', 'the', 'ETCS', 'shall', 'calculate', 'an', 'emergency', ',', 'a', 'and', 'curve', 'datum', '.']","[0, 1, 0, 0, 0, 3, 0, 2, 0, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 4, 0]"
"['the', 'system', 'will', 'navigate', 'quickly', 'to', 'its', '’s', 'with', 'voucher', 'no', '’s', 'from', 'the', 'available', 'voucher', 'stock', 'and', 'list', 'the', 'detail', 'of', 'each', 'voucher', 'with', 'below', 'information', '’s', 'as', 'a', 'grid', 'format', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 1, 2, 0, 0, 0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['finally', ',', 'in', 'the', 'case', 'of', 'remote', 'locally', 'of', 'at', 'Gemini', 'user', 'station', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"['the', '.', 'be', 'focusse', 'such', '-', 'automation', 'for', 'candidate', 'a', 'as', 'examine', 'as', 'transparent', 'to', 'the', 'with', 'gain', 'be', 'have', 'experience', 'after']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'provide', 'the', 'input', 'of', 'other', 'datum', 'require', 'for', '.', 'start', 'Entry', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0]"
"['if', 'should', 'be', 'avoid', 'unless', 'they', 'provide', 'useful', 'content', 'a', 'or', 'about', 'the', 'application', 'state', 'to', 'the', 'user', '.', 'feedback', 'to', 'window', 'as', 'window', 'can', 'distract', ',', 'confuse', 'or', 'impede', 'user', 'new', 'for', 'variety', 'of', 'reason', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['the', 'actual', 'subroutine', 'call', 'be', ':', 'post_event(event_num', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['make', 'user', 'profile', 'evident', ':', 'if', 'predefine', 'use', '/', 'should', 'navigation', 'user', 'be', 'to', 'be', 'find', 'in', 'iso', '9241', '-', '12', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['all', 'shall', 'an', 'accuracy', 'which', 'enable', 'a', 'clear', 'to', 'view', 'the', 'functioning', 'of', 'ETCS', 'and', 'way', 'of', 'record', 'be', 'shall', 'be', 'relate', 'to', 'UTC', '(', 'Universal', 'Time', 'Corrected', ')', 'and', 'a', 'reference', 'point', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['(', 'network', 'required', 'the', 'with', 'register', 'to', 'MT', '.', 'be', 'selection', '""', '.', 'lose', 'be', 'network', 'current', 'the', 'of', 'coverage', 'until', 'or', 'terminate', 'be', 'call', 'the', 'until']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['various', '.', 'requirement', 'a', 'not', 'be', 'possible', 'be', 'able', 'to', 'to', 'exposure', 'an', 'for', 'prepare', 'to', 'able', 'be', 'shall', 'they', ';', 'parallel', 'in', 'exposure', 'ﬁeld', 'ﬂat', 'or', 'calibration', 'take', 'as', 'see', 'section', '3.2.1', 'of', 'nature', 'specialized', 'the', 'to']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Public', '.', 'information', 'demographic', 'entity', 'redundant', 'capture', 'avoid', 'to', 'ability', 'the', 'have', 'must', 'OM', 'support', 'system', ',', 'entity', 'Case', 'jurisdiction', 'Data', 'datum', 'within', 'unique', 'be', 'that', ')', 'ID', 'Case', ',', 'i.e.', '(', 'identifier', 'case', 'a', ':', 'include', 'should', 'entity', 'the', 'about', 'Case', 'model', ',', 'make', 'if', ',', 'example']","[0, 0, 4, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 4, 3, 0, 0, 0, 0, 1, 0, 0, 3, 3, 0, 3, 0, 0, 0]"
"['Time', 'ClearEvent', 'entry', 'that', 'to', 'stream', 'be', 'terminate', ';', 'SetEvent', 'an', 'event', 'be', 'establish', 'as', 'a', 'monitor', 'of', 'some', 'database', 'entry', '.']","[0, 0, 3, 0, 0, 2, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]"
"['there', 'x.', 'of', 'side', 'a', 'with', 'block', 'square', 'four', 'be']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['such', 'tracking', 'record', ',', 'will', 'utilize', 'for', 'report', 'as', 'well', '.']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0]"
"['the', '-', ':', 'customer', 'sale', 'deploy', 'be', 'to', 'able', 'be', 'shall', 'system', 'or', 'the', 'plug', 'be', 'usb', 'the']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['establish', 'a', 'new', 'Information', 'Resource', '.']","[0, 0, 0, 1, 2, 0]"
"['this', '.', 'out', 'appliance', 'other', 'on', 'base', 'be', 'will', 'version']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'functional', 'requirement', 'for', 'each', 'of', 'delete', 'the', 'be', 'provide', 'as', 'A1', 'to', 'A7', 'in', 'module', 'and', 'update', 'create', 'and', 'section', ',', 'state', 'specific', 'datum', ',', 'caste', ',', 'tribe', ',', 'property', 'information', 'etc', '.', 'can', 'be', 'separate', 'sensitive', 'enclosure']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 0, 3, 4, 4, 0, 3, 0, 3, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0]"
"['(', 'entry', '100', 'of', 'minimum', 'a', 'to', 'up', '.', 'provide', 'in', 'number', '.', 'function', ""'"", 'controller', 'call', ""'"", 'the', 'initiate', 'after', 'controller', 'relevant', 'the', 'of', 'all', 'to']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['the', '.', 'system', 'must', 'be', 'self', '-', 'monitoring', 'to', 'invoke', 'safety', 'monitoring', 'to', 'prevent', 'risk', 'to', 'people', 'or', 'damage', 'to', 'equipment']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"['system', '.', 'exchange', 'datum', 'of', 'efficiency', 'the', 'maximize', 'to', ')', 'available', 'where', '(', 'terminology', 'common', 'use', 'that', 'library', 'OM', 'questionnaire', 'should', 'a', 'support']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0]"
"['quick', '-', ',', 'level', 'second']","[0, 0, 0, 0, 0]"
"['the', 'extent', 'of', 'duplication', 'of', 'the', 'previous', 'state', 'will', 'be', 'dictate']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['however', ',', 'there', 'be', 'a', 'number', 'of', 'external', 'source', 'cell', 'the', 'be', 'network', 'the', 'train', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 1, 0]"
"['similarly', 'the', 'only', 'thing', 'a', 'device', 'support', 'layer', 'know', 'it', 'with', 'associate', 'not', 'record', 'type', 'have', 'an', 'associated', 'record', 'support', 'module', 'each', '.', ',', 'in', 'order', 'to', 'remove', 'device', 'speciﬁc', 'knowledge']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'information', '/', 'parameter', 'may', 'be', 'dependent', 'as', 'the', 'involve', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'IOC', 'system', 'continue', 'to', 'the', 'transmit', 'value', 'until', 'a', 'StopStream', 'command', 'be', 'receive', ';', 'data', 'through', 'transmit', 'be', 'item', 'be', 'obtain', ';', 'PutValue', 'a', 'value', 'be', 'transmit', 'for', 'the', 'speciﬁed', 'item', ';', 'StartStream', 'a', 'stream', 'of', 'datum', 'StopStream', 'speciﬁed']","[0, 1, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, 2, 0, 0]"
"['the', 'DMI', 'shall', 'display', 'or', 'be', 'compatible', 'with', 'information']","[0, 1, 0, 0, 0, 0, 0, 0, 3]"
"['they', '.', 'area', 'this', 'in', 'requirement', 'instrument', 'visitor', 'handle', 'to', 'how', 'unit', 'in', 'either', 'the', 'when', 'intervene', 'staff', 'maintenance', 'and', 'development', 'Software', 'work', 'there', 'of', ';', 'work', 'software', 'Telescopes', 'm', '8', 'Gemini', 'the', 'Purpose', 'be', 'a', 'major', 'of', 'installation', 'and', 'generation', 'system', 'perform', 'also']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['each', 'be', '15', 'cat', 'at', 'the', 'APS', 'with', 'most', 'cat', 'responsible', 'for', 'a', 'single', 'sector', '(', '2', 'beamline', ')', '.', ',', 'some', 'new', 'record', 'to', 'home', 'institution', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"['the', '.', '6', 'Explorer', 'administrator', 'the', 'upgrade', 'be', 'to', 'need', 'account', 'can', 'the']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
"['this', '.', 'contact', 'exposure', 'for', 'and', 'investigation', 'for', 'message', 'exchange', 'OM', 'a', 'as', 'in', 'available', ',', 'Measures', 'Performance', 'Key', 'Preparedness', 'PHIN', 'in', 'describe', 'as', 'preparedness', 'assess', 'for', 'measure', 'performance', 'key', 'a', 'as', 'identify', 'at', 'be', 'www.cdc.gov/phin']","[0, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['end', 'game', 'the', 'of', 'file', 'statistic', 'the', 'from', 'read', 'be', 'statistcs']","[0, 1, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
"['see', 'section', 'section', '3.2.5', 'on', 'after', 'page', '-', '5', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['short', 'be', 'generally', 'more', 'appropriate', 'for', 'homepage', ',', 'navigation', 'page', 'of', 'support', 'as', 'page', 'can', 'be', 'impede', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['(', 'to', 'be', 'the', 'to', 'outline', 'rule', 'arbitration', 'the', 'apply', 'shall', 'radio', 'Cab']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1]"
"['the', 'Gemini', '8', 'm', 'software', 'retrievable', 'observe', 'running', 'rate', 'for', 'short', 'period', '(', 'i.e.', 'up', 'to', 'high', '200', 'for', 'some', 'information', ')', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Menu', '.', 'unvailable', 'be', 'action', 'associated', 'the', 'if', 'unvailable', 'in', 'be', 'menu']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'as', 'TSEE', ',']","[0, 0, 0, 0]"
"['the', 'or', 'a', 'and', 'use', 'this', 'information', 'to', 'generate', 'a', 'specific', 'system', 'event', '.']","[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]"
"['detailed', 'define', 'information', 'as', 'specify', 'in', 'paragraph', '3.4', 'of', 'the', '(', 'be', 'SRS', 'XS', 'XS', 'architecture', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['More', 'must', 'information', 'receive', '.', 'document', 'this', 'of', 'Exchange', 'Data', 'and', 'Integration', 'System', '2.5', 'section', 'in', 'find', 'be', 'request', 'test', 'laboratory', 'link', 'and', 'about', 'OM', 'support']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 0, 0, 0, 0]"
"['in', 'general', 'hard', 'stop', '8', 'on', 'm', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['invalid', 'Temperature', 'Temperature', 'Limit', 'shall', 'exceed', 'thermostat', 'from', 'Signal', 'Cooling', 'Unit', 'Signal', 'Unit', 'Status', 'System', 'event']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', '.', 'telescope', 'Gemini', 'the', 'with', 'use', 'be', 'person', 'requirement', 'as', 'well', 'as', ',', 'requirement', 'science', 'the', 'of', 'impact', 'of']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Syndrome', '.', 'drug', 'up', 'follow', 'first', 'visit', 'should', 'First', 'Syndrome', '.', 'Description', 'Status', ';', 'Code', 'Status', ';', 'Master', 'Status']","[3, 0, 4, 4, 4, 3, 4, 0, 3, 3, 0, 4, 3, 0, 4, 3, 0, 4, 4]"
"['overall', 'performance', 'of', 'the', 'Gemini', 'telescope', 'be', 'deﬁne', 'as', 'the', 'percentage', 'of', 'viewable', 'time', ';', 'the', 'maintenance', 'operation', 'automatic', 'operation', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 4, 0, 0, 0]"
"['for', '.', 'event', 'health', 'a', 'to', 'expose', 'potentially', 'link', 'or', 'be', 'who', 'subject', 'of', 'treatment', 'and', 'progress', 'the', 'track', 'expose', 'acceptance', 'to', 'speciman', ',', 'number', 'lot', 'the', 'about', 'information', 'include', 'should', 'datum', 'sample']","[0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0, 4, 3, 0, 0, 0, 0, 0, 2, 2]"
"['system', ';', ')', 'Scenario', 'Basic', '(', '5', 'Step', 'to']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['each', 'handover']","[0, 2]"
"['the', '.', 'Store', 'web', 'a', 'online', 'operate', 'and', 'setup', 'to', 'mean', 'easy', 'and', 'an', 'will']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['however', ',', 'access', 'to', 'the', 'database', 'may', 'be', 'via', 'a', 'training', 'be', 'application', 'would', 'processing', 'Mode', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['follow', 'successful', 'completion', 'of', 'follow', 'train', 'datum', 'be', 'STM', 'ready', 'for', 'use', ';', 'Data', ')', 'require', 'brake', 'calculation', ';', 'maximum', 'train', 'speed', 'for', 'number', 'train', '(', 'enter', 'manually', 'by', 'the', 'driver', 'or', 'from', 'train', 'memory', ':', 'driver', 'identification', ';', 'train', 'identification', 'may', 'require', 'for', 'brake']","[0, 0, 0, 0, 0, 3, 3, 0, 0, 3, 4, 4, 0, 3, 0, 0, 1, 2, 0, 3, 4, 4, 0, 4, 3, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 3, 4, 0, 3, 4, 0, 0, 0, 1]"
"['Administrator', '.', 'Administrator', 'instal', ')']","[1, 0, 1, 0, 0]"
"['the', '2ms', 'than', 'less', 'in', 'cart', 'shopping', 'to', '.', 'product', 'specified', 'in', 'vendor', 'request', 'in', 'and', 'customer', 'email', 'to', 'product', 'able', 'shall']","[0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0]"
"['the', '.', 'second', '2', 'than', 'less', 'in', 'charge', 'shipping', 'acquire', 'to', 'able', 'you', 'in', 'all', 'datum', 'shortest', ""'s"", 'Dijkstra', 'via', 'search', 'perform', 'shall', 'path', 'system', '.', '%', '99.99', 'of', 'availability', 'an', 'have']","[0, 0, 0, 0, 0, 0, 0, 4, 3, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', '.', 'selection']","[0, 0, 0]"
"['these', 'voucher', 'will', 'be', 'refund', 'to', 'subsidised', 'not', 'rather', 'predefine', 'in', 'the', 'necessary', 'improvement', 'of', 'health', 'outcome', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['under', '.', 'accessible', 'of', 'be', 'scheduling', 'and', 'status', 'only', ',', 'mode', 'this', 'in', 'available', 'be', 'information', '.']","[0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 3, 0, 0, 0, 0, 4, 0]"
"['Mouse', '.', '3.2.1.1']","[0, 0, 0]"
"['the', '.', 'name', 'control', 'to', 'commit', 'be', 'may', 'change', 'those', 'before', 'source', 'regression', 'system', 'each', '.', 'specify', 'and', 'define', 'as', 'label', '.', 'use', 'control', 'source', 'of', 'out', 'check', 'code', 'use']","[0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 1, 0, 0, 0, 0, 0]"
"['the', 'more', 'they', 'help', 'will', 'active', 'an', 'use', 'that', 'system', 'a', 'be', 'will', 'software', 'Searching', 'video']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 2, 2, 1]"
"['record', 'processing', 'consist', 'of', 'some', 'combination', 'of', 'a', 'standard', 'set', 'of', 'function', ';', 'Databases', 'be', 'channel', 'access', 'server', 'or', 'not', 'they', 'use', 'channel', 'access', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]"
"['these', 'constraint', 'recognize', 'that', 'the', 'majority', 'of', 'the', 'expense', 'in', 'change', 'hardware', 'standard', 'be', 'the', 'cost', 'new', 'other', 'a', 'of', 'future', ';', 'the', 'cost', 'of', 'maintain', 'an', 'exist', 'hardware', 'standard', ',', 'even', 'if', 'available', ',', 'may', 'exceed', 'the', 'cost', 'adopt', 'add', 'enhance', 'instal']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['the', 'the', 'all', 'of', 'log']","[0, 0, 0, 0, 0]"
"['this', '.', 'need', 'their', 'priority', 'meet', 'system', 'be', 'Web', ';', 'HTTPS', 'via', 'Server', 'Web', 'to', 'to', 'request', 'Browser']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
