tokens,tags
"['The', 'interfaces', 'must', 'be', 'made', 'customizable', 'or', 'user', '-', 'configurable', 'to', 'the', 'extent', 'possible', '.', '(', 'e.g.', ',', 'the', 'displayed', 'columns', 'in', 'the', 'table', ',', 'move', ',', 'resize', ',', 'modify', 'the', 'appearance', ')', '.', 'Such', 'configurations', 'must', 'be', 'saved', 'in', 'the', 'user', 'profile', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'process', 'shall', 'first', 'determine', 'a', 'known', 'state', 'of', 'all', 'the', 'heating', 'and', 'cooling', 'units', 'by', 'issuing', 'a', 'request', 'to', 'turn', 'off', 'all', 'the', 'units', '.', 'It', 'shall', 'then', 'read', 'the', 'current', 'temperature', 'values', 'and', 'current', 'temperature', 'settings', 'of', 'each', 'thermostat', '.', 'If', 'the', 'settings', 'reflect', 'a', 'need', 'for', 'a', 'heating', 'or', 'cooling', 'unit', 'to', 'be', 'turned', 'o', 'n', ',', 'the', 'process', 'shall', 'issue', 'a', 'request', 'to', 'turn', 'on', 'the', 'appropriate', 'unit', '.', 'This', 'determination', 'shall', 'be', 'made', 'in', 'accordance', 'with', 'the', 'rules', 'outlined', 'in', 'section', '3.1.4.1', 'and', '3.1.4.2', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Administrator', 'clicks', 'button', 'or', 'link', 'to', '""', 'Login', '""']","[1, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Web', 'Store', 'shall', 'operate', 'on', 'an', 'Intel', 'based', 'system', 'with', 'Slackware', 'Linux', '2.6', 'and', 'Apache', 'Web', 'Server', '.', 'The', 'operating', 'system', 'is', 'designed', 'by', 'the', 'Yoggie', 'Corporation', '.', 'Although', 'maintenance', 'documentation', 'will', 'be', 'supplied', 'and', 'the', 'operating', 'system', 'will', 'be', 'tested', ',', 'the', 'developers', 'of', 'this', 'Web', 'Store', 'are', 'not', 'responsible', 'for', 'the', 'functionality', 'of', 'the', 'operating', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Before', 'entering', 'an', 'occupied', 'track', ',', 'a', 'driver', 'acknowledgement', 'shall', 'be', 'requested', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['During', 'the', 'transition', 'period', 'between', 'two', 'operational', 'states', '(', 'including', 'two', 'different', 'national', 'operations', ')', 'the', 'supervision', 'provided', 'shall', 'at', 'least', 'ensure', 'the', 'same', 'protection', 'provided', 'by', 'the', 'least', 'restrictive', 'state', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Systems', 'supporting', 'OM', 'must', 'support', 'capturing', 'dynamic', ',', 'event', '-', 'specific', 'data', 'that', 'describes', 'contact', 'between', 'two', 'subjects', '.']","[0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Achievement', 'of', 'fast', 'call', 'setup', 'times', 'requires', 'information', 'in', 'the', 'setup', 'message', 'to', 'be', 'compressed', '.', 'A', 'maximum', 'of', '12', 'digits', 'may', 'be', 'sent', 'as', 'mobile', 'originator', '-', 'to', '-', 'dispatcher', 'information', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Case', 'investigation', 'should', 'be', 'supported', 'by', 'reusable', 'questionnaire', 'libraries', 'that', 'use', 'common', 'terminology', '(', 'where', 'available', ')', 'to', 'maximize', 'the', 'efficiency', 'of', 'data', 'exchange', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Railway', 'Emergency', 'call', 'confirmation', 'messages', 'shall', 'be', 'of', 'eMLPP', 'priority', '4', '-', '“', 'Railway', 'information', 'and', 'all', 'other', 'calls', '”', '(', 'see', 'section', '10.2', ')', '.', '(', 'M', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'some', 'countries', 'Train', 'Numbers', 'are', 'alphanumeric', '.', 'These', 'numbers', 'do', 'not', 'comply', 'with', 'a', 'numbering', 'plan', 'that', 'can', 'be', 'interpreted', 'by', 'telephone', 'switches', 'and', 'are', 'therefore', 'not', 'supported', 'by', 'the', 'call', 'routing', 'solution', 'given', 'in', 'section', '11', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', 'special', 'indication', 'shall', 'be', 'shown', 'on', 'the', 'DMI', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Temperature', 'Data']","[0, 0]"
"['It', 'shall', 'be', 'possible', 'to', 'command', 'an', 'immediate', 'train', 'stop', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['RoboHelp', 'version', '8', 'will', 'be', 'used', 'to', 'create', 'the', 'online', '[', 'system', 'name', ']', 'Help', 'hypertext', 'links', '.', 'The', '[', 'system', 'name', ']', 'system', 'will', 'display', 'a', 'hypertext', 'link', 'labeled', '“', 'Help', '”', 'at', 'the', 'top', 'right', 'corner', 'on', 'each', 'of', 'the', 'user', 'screens', 'to', 'provide', 'assistance', 'to', 'the', 'user', '.', 'Each', 'of', 'the', 'Help', 'topic', 'pop', '-', 'up', 'windows', 'will', 'contain', 'that', 'same', 'content', 'that', 'is', 'available', 'within', 'the', '[', 'system', 'name', ']', 'user', '’s', 'manuals', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Simple', 'Finish', 'Window', 'contains', 'a', 'the', 'following', 'text', ':', '""', 'You', 'win', '!', '""', 'and', 'a', 'pushbutton', 'with', 'the', 'label', '""', 'OK', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['All', 'SIM', 'cards', 'used', 'in', 'EIRENE', 'mobiles', 'shall', 'comply', 'with', 'the', 'requirements', 'of', 'the', 'MORANE', 'FFFIS', 'for', 'GSM', '-', 'R', 'SIM', 'Cards', '[', 'MORANE', 'SIM', ']', '.', '(', 'M', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['It', 'shall', 'be', 'possible', 'to', 'send', 'plain', 'text', 'messages', 'from', 'track', 'to', 'train', '.']","[0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0]"
"['Privileges', 'and', 'protections', 'are', 'also', 'important', 'parameters', 'to', 'deﬁne', 'user', 'operations', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Function', 'Codes', 'identify', 'the', 'actual', 'user', 'of', 'a', 'mobile', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'is', 'the', 'facility', 'collocated', 'with', 'the', 'enclosure', '.', 'It', 'is', 'from', 'here', 'that', 'nightly', 'operations', 'would', 'take', 'place', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Regardless', 'of', 'application', ',', 'the', 'Gemini', 'software', 'exhibits', 'numerous', 'common', 'attributes', '.', 'These', 'attributes', 'are', 'described', 'in', 'this', 'section', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Standardised', 'interface', 'protocols', 'are', 'to', 'be', 'provided', 'to', 'allow', 'applications', 'external', 'to', 'EIRENE', 'to', 'access', 'EIRENE', 'bearer', 'services', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['These', 'are', 'sites', ',', 'generally', 'located', 'at', 'existing', 'observatories', ',', 'universities', ',', 'etc', '.', 'that', 'have', 'some', 'form', 'of', 'connectivity', ',', 'perhaps', 'via', 'satellite', 'sites', 'and/or', 'super', 'sites', ',', 'to', 'the', 'telescopes', '.', 'Although', 'they', 'have', 'remote', 'operations', 'capability', ',', 'the', 'link', 'capacity', 'will', 'determine', 'at', 'what', 'level', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Any', 'transition', 'which', 'occurs', 'while', 'the', 'train', 'is', 'moving', 'shall', 'in', 'principle', 'occur', 'automatically', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'shall', 'generate', 'a', 'standard', 'error', '/', 'warning', 'message', 'after', 'the', 'user', 'attempts', 'to', 'save', 'data', 'without', 'associating', 'one', 'of', 'each', 'of', 'the', 'following', 'criteria', '—', 'xxx', '—', 'and/or', 'without', 'filling', 'in', 'the', 'required', 'fields', 'in', 'the', 'User', 'Information', 'section', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['If', 'a', 'Railway', 'emergency', 'call', 'set', 'up', 'from', 'an', 'EIRENE', 'radio', 'is', 'unsuccessful', ',', 'the', 'radio', 'shall', 'automatically', 're', '-', 'attempt', 'the', 'call', 'setup', 'until', 'the', 'call', 'setup', 'is', 'successful', ',', 'a', 'retry', 'timer', 'expires', '(', 'duration', '30', 'seconds', ',', 'as', 'specified', 'in', 'the', '[', 'EIRENE', 'FRS', ']', ')', 'or', 'the', 'user', 'abandons', 'the', 'call', '.', '(', 'M', ')', 'Note', ':', 'For', 'this', ',', 'the', 'higher', 'layers', 'of', 'an', 'EIRENE', 'radio', 'shall', 'automatically', 'repeat', 'setup', 'requests', 'to', 'the', 'layer', '3', 'GCC', 'or', 'BCC', 'entity', 'as', 'soon', 'as', 'an', 'indication', 'is', 'given', 'from', 'the', 'layer', '3', 'GCC', 'or', 'BCC', 'entity', 'on', 'an', 'abort', 'of', 'the', 'establishment', 'procedure', 'without', 'the', 'service', 'being', 'explicitly', 'rejected', 'by', 'the', 'network', '.', 'No', 'change', 'of', 'the', 'related', 'layer', '3', 'procedures', 'of', 'GSM', 'is', 'intended', '.', '(', 'M', ')']","[0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Project', 'Team', 'must', 'demonstrate', 'mockups', 'of', 'UI', 'changes', 'to', 'project', 'stakeholders', 'early', 'in', 'the', 'development', 'process', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['MIL', '-', 'STD-822B', ',', 'System', 'Safety', 'Program', 'Requirements', ',', 'deﬁnes', 'safety', 'and', 'risk', 'as', ':', 'Safety', ':', 'Freedom', 'from', 'those', 'conditions', 'that', 'can', 'cause', 'death', ',', 'injury', ',', 'occupational', 'illness', ',', 'or', 'damage', 'to', 'or', 'loss', 'of', 'equipment', 'or', 'property', ';', 'Risk', ':', 'An', 'expression', 'of', 'the', 'possibility', 'of', 'a', 'mishap', 'in', 'terms', 'of', 'hazard', 'severity', 'and', 'hazard', 'probability', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['When', 'the', 'current', 'temperature', 'value', 'exceeds', 'the', 'current', 'temperature', 'setting', 'by', 'a', 'pre', '-defined', 'amount', ',', 'the', 'THEMAS', 'system', 'shall', 'activate', 'the', 'appropriate', 'heating', 'or', 'cooling', 'unit.s']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Registry', 'shall', 'provide', 'standard', 'APIs', 'as', 'specified', 'in', 'Appendix', 'B.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'Development', 'Team', 'shall', 'perform', 'weekly', 'integrations', 'of', 'the', '[', 'SYSTEM', 'NAME', ']', 'system', 'and', 'deploy', 'these', 'system', 'updates', 'to', 'the', 'Staging', 'environment', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Detector', 'data', 'must', 'be', 'acquired', 'and', 'stored', 'in', 'the', 'most', 'effective', 'way', 'technology', 'will', 'allow', ';', 'effectiveness', 'should', 'be', 'evaluated', 'in', 'terms', 'of', 'cost', ',', 'space', 'requirements', ',', 'longevity', ',', 'and', 'speed', '.', 'This', 'shall', 'lead', 'to', 'the', 'deﬁnition', 'of', 'a', 'Gemini', '8', 'm', 'Telescopes', 'standard', ',', 'used', 'on', 'all', 'instruments', '.', 'In', 'general', ',', 'operational', 'overheads', 'must', 'be', 'kept', 'as', 'low', 'as', 'possible', ',', 'to', 'maximize', 'actual', 'observing', 'times', '.', 'Intermediate', 'storage', 'of', 'raw', 'data', 'in', 'memory', 'on', 'different', 'nodes', 'and', 'in', 'different', 'formats', 'should', 'be', 'kept', 'to', 'a', 'minimum', '.', 'However', ',', 'there', 'must', 'be', 'at', 'least', 'two', 'copies', '-', 'one', 'to', 'secure', 'data', 'as', 'acquired', 'and', 'one', 'to', 'do', 'assessment', 'of', 'data', 'quality', 'on', '-', 'line', '(', 'this', 'last', 'copy', 'preferably', 'on', 'removable', 'media', ')', '.', 'The', 'link', 'chosen', 'to', 'transfer', 'data', 'should', 'represent', 'as', 'small', 'a', 'bottleneck', 'as', 'possible', 'for', 'data', 'acquisition', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Train', 'drivers', 'need', 'to', 'be', 'able', 'to', 'contact', 'controllers', 'and', 'other', 'staff', 'at', 'the', 'push', 'of', 'a', 'single', 'button', '.', 'As', 'the', 'train', 'moves', 'through', 'different', 'areas', ',', 'controllers', 'are', 'liable', 'to', 'change', '.', 'As', 'a', 'consequence', 'it', 'is', 'necessary', 'to', 'provide', 'a', 'means', 'of', 'addressing', 'calls', 'from', 'a', 'train', 'to', 'certain', 'functions', 'based', 'on', 'the', 'location', 'of', 'the', 'train', '.', '(', 'I', ')']","[1, 2, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['There', 'is', 'a', 'quality', 'of', 'service', 'requirement', 'for', 'handover', 'executions', '(', 'eg', 'a', 'break', 'of', '10s', 'would', 'clearly', 'be', 'unacceptable', 'to', 'the', 'user', ')', '.', '300ms', 'represents', 'our', 'current', 'best', 'estimate', 'of', 'the', 'QoS', 'figure', ',', 'although', 'this', 'will', 'need', 'to', 'be', 'confirmed', 'through', 'user', 'trials', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
['Deleted'],[0]
"['Systems', 'supporting', 'OM', 'must', 'have', 'the', 'capability', 'to', 'capture', 'data', 'for', 'any', 'object', 'involved', 'in', 'an', 'OM', 'investigation', ',', 'such', 'as', 'a', 'letter', ',', 'invoice', ',', 'food', 'item', ',', 'or', 'any', 'object', 'that', 'can', 'not', 'be', 'classified', 'as', 'a', '“', 'person', ',', 'organization', ',', 'place', ',', 'or', 'animal', '.', '”', 'Collected', 'data', 'may', 'include', ':', 'name', 'of', 'the', 'object', ',', 'type', ',', 'physical', 'descriptors', ',', 'address', ',', 'identification', 'number', '(', 'e.g.', 'serial', 'number', ',', 'package', 'slip', 'number', ')', ',', 'and', 'relevant', 'dates', 'and', 'times', '(', 'e.g.', ',', 'invoice', 'date', ',', 'shipping', 'date', ',', 'packaging', 'date', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customer', 'adds', 'item(s', ')', 'in', 'the', 'cart']","[1, 3, 4, 4, 4, 4, 4]"
"['The', 'train', 'trip', 'function', '4.6.12', 'shall', 'be', 'suppressed', 'on', 'the', 'tandem', 'traction', 'unit', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'requirements', 'for', 'shunting', 'operations', 'are', 'detailed', 'in', 'section', '14', '.', '(', 'I', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'AC', 'for', 'access', 'to', 'other', 'GSM', '-', 'R', 'networks', 'is', 'defined', 'in', 'table', '9', '-', '12b', ',', 'and', 'is', 'followed', 'by', 'the', 'CC', '+', 'NDC', '+', 'SN', 'of', 'the', 'other', 'GSM', '-', 'R', 'network', '.', 'The', 'number', 'format', 'complies', 'with', '[', 'ITU', '-', 'T', '164', ']', '.', '(', 'M', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Diagnosis', ';', 'Drugs', 'Name', '–', 'Frequency', '–', 'No', 'of', 'days', '-', 'Qty', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Readability', 'of', 'text', ':', 'Text', 'presented', 'on', 'the', 'pages', 'should', 'be', 'readable', 'taking', 'into', 'account', 'the', 'expected', 'display', 'characteristics', 'and', 'spatial', 'arrangement', '.', 'ISO', '9241', '-', '303', 'shall', 'be', 'consulted', 'for', 'screen', 'text', 'legibility', 'requirements', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'LAN', 'shall', 'support', 'the', 'majority', 'of', 'the', 'Gemini', '8', 'm', 'Telescopes', 'system', 'internal', 'communication', 'needs', '.', 'This', 'LAN', 'must', 'be', 'capable', 'of', 'dealing', 'both', 'with', 'the', 'data', 'bandwidths', 'required', '(', 'at', 'peak', 'and', 'on', 'average', ')', 'and', 'with', 'the', 'required', 'response', 'times', 'and', 'synchronization', 'needs', '.', 'This', 'LAN', 'shall', 'be', 'supplemented', 'with', 'a', 'Local', 'Time', 'Bus', ',', 'for', 'distribution', 'of', 'absolute', 'and', 'relative', 'time', 'signals', ',', 'and', 'both', 'a', 'digital', 'reﬂective', 'memory', 'bus', 'and', 'an', 'analog', 'event', '-', 'based', 'bus', ',', 'for', 'distribution', 'of', 'signals', 'with', 'requirements', 'not', 'satisﬁed', 'by', 'a', 'LAN', '.', 'Independently', 'of', 'the', 'physical', 'layout', 'of', 'such', 'a', 'network', ',', 'its', 'functional', 'requirements', 'can', 'be', 'split', 'into', 'several', 'categories', ':', 'Local', 'coordination', 'and', 'synchronization', 'needs', 'within', 'a', 'subsystem', '(', 'for', 'example', ',', 'coordination', 'of', 'active', 'support', 'system', 'for', 'primary', 'mirror', ',', 'bi', '-', 'directional', 'trafﬁc', 'of', 'commands', '/', 'replies', ')', '.', 'This', 'layer', 'could', 'be', 'considered', 'as', 'internal', 'to', 'a', 'given', 'subsystem', 'or', 'instrument', ',', 'but', 'as', 'more', 'than', 'one', 'subsystem', 'might', 'need', 'it', ',', 'one', 'should', 'aim', 'for', 'a', 'unique', 'solution', 'at', 'the', 'hardware', 'and', 'software', 'level', ';', 'Global', 'synchronization', 'needs', ',', 'such', 'as', 'the', 'universal', 'time', 'synchronization', 'requirement', '.', 'The', 'required', 'accuracy', 'will', 'be', 'deﬁned', 'in', 'Section', '2.9', 'on', 'page', '2-', '19', ';', 'Exchange', 'of', 'control', 'information', ',', 'in', 'the', 'form', 'of', 'commands', 'and', 'status', 'information', '.', '(', 'Bi', '-', 'directional', 'trafﬁc', ')', '(', 'see', 'also', 'Section', '3.1.1', 'on', 'page', '3-', '1', ')', '.', '•Collection', 'and', 'transfer', '(', 'for', 'archiving', 'or', 'remote', 'access', ')', 'of', 'raw', 'astronomical', ';', 'Access', 'from', 'Wide', 'Area', 'Network', '(', 'WAN', ')', 'for', 'remote', 'diagnostics', 'and', 'monitoring', 'from', 'operations', 'facilities', '(', 'Bi', '-', 'directional', 'trafﬁc', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'THEMAS', 'system', 'shall', 'provide', 'the', 'supervisor', 'a', 'mechanism', 'to', 'change', 'the', 'temperature', 'setting', 'of', 'any', 'of', 'the', 'thermostats', 'in', 'the', 'system', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'requirements', 'specify', 'the', 'requirements', 'to', 'control', 'the', 'user', 'access', 'to', 'correspondences', ',', 'files', ',', 'and', 'records', 'and', 'various', 'functionalities', 'provided', 'within', 'the', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0]"
