tokens,tags
"['The', 'system', 'should', 'be', 'extensible', 'to', 'provide', 'access', 'to', 'the', 'interfaces', 'through', 'PDA', '’s', 'and', 'mobile', 'data', 'terminals']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'adopt', 'standardized', 'formats', 'and', 'common', 'metadata', 'elements']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'be', 'designed', 'for', 'access', 'through', 'browser', '', 'based', 'systems', 'and', 'must', 'impose', 'minimal', 'requirements', 'on', 'the', 'client', 'device']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'must', 'support', 'multiple', 'types', 'of', 'communication', 'services', 'for', 'remote', 'access']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'have', 'capability', 'to', 'support', 'public', 'access', 'to', 'a', 'subset', 'of', 'data', 'and', 'functionality']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'support', 'multi', '', 'tier', 'authentication', 'where', 'required']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'support', 'SSL', 'encrypted', 'connections']","[0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'support', 'secure', 'virtual', 'private', 'network', 'connections']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'use', 'HTTPS', 'as', 'the', 'communication', 'protocol', ',', 'i.e.', ',', 'HTTP', 'over', 'an', 'encrypted', 'secure', 'socket', 'layer', '(', 'SSL', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'run', 'on', 'multiple', 'browsers']","[0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'support', 'selective', 'encryption', 'of', 'the', 'stored', 'data']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'ensure', 'secure', 'transmission', 'of', 'data', 'over', 'the', 'network', 'and', 'utilize', 'SSL', 'and', '2', '', 'way', 'digital', 'signatures']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'ensure', 'high', 'standards', 'of', 'security', 'and', 'access', 'control', 'through', ':', 'Prevent', 'cross', '', 'site', 'scripting', ';', 'Validate', 'the', 'incoming', 'data', '/', 'user', 'request', ';', 'Encode', 'the', 'incoming', 'data', '/', 'user', 'request', ';', 'Prevent', 'SQL', 'Injection', ';', 'Utilize', 'parameterized', 'queries', ';', 'Sanitize', 'the', 'user', '', 'inputs', ';', 'Validate', 'the', 'data', 'both', 'at', 'the', 'client', 'and', 'server', ';', 'Do', 'not', 'allow', 'hard', 'delete', 'and', 'perform', 'only', 'soft', 'tagging', 'the', 'row', 'for', 'deletion', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'should', 'ensure', 'high', 'scalability', 'and', 'performance', 'through', ':', 'Use', 'of', 'cache', 'for', 'storing', 'frequent', 'data', ';', 'Use', 'of', 'AJAX', 'based', 'technology', 'to', 'improve', 'user', 'experience', '.', 'Aggressive', 'page', 'loading', 'to', 'be', 'considered', 'based', 'on', 'the', 'screen', 'and', 'estimate', 'usage', 'pattern', ';', 'Leverage', 'Asynchronous', 'HTTP', 'socket', 'capabilities', 'of', 'web', 'server', 'for', 'scalability', 'and', 'performance', ';', 'Host', 'all', 'the', 'static', 'content', '(', 'documents', ',', 'images', ')', 'on', 'the', 'web', 'server', ';', 'The', 'search', 'results', 'should', 'be', 'fetched', 'from', 'the', 'database', 'in', 'batches', 'of', '10', 'or', '20', 'maximum', 'as', 'configured', 'within', 'the', 'application', ';', 'Display', 'of', 'records', 'on', 'the', 'screen', 'in', 'batches', '/', 'paged', 'manner', ';', 'The', 'search', 'should', 'fetch', 'only', 'the', 'fields', 'that', 'need', 'to', 'be', 'displayed', 'to', 'the', 'user', '.', 'Only', 'when', 'the', 'user', 'clicks', 'on', 'a', 'particular', 'record', 'to', 'view', 'its', 'further', 'details', 'should', 'a', 'query', 'be', 'fired', 'to', 'fetch', 'the', 'additional', 'details', 'for', 'this', 'particular', 'record', 'only', ';', 'A', 'hierarchical', 'cache', 'should', 'be', 'configured', 'and', 'used', 'for', 'caching', 'of', 'results', 'of', 'most', 'frequently', 'used', 'searches', ';', 'Database', 'Indexes', 'should', 'be', 'applied', 'on', 'the', 'key', 'columns', 'used', 'for', 'searching', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'is', 'the', 'Software', 'Requirements', 'Specification', 'for', 'GAMMA', '', 'J', '’s', 'Web', 'Store', '.', 'This', 'Web', 'Store', 'is', 'designed', 'to', 'allow', 'new', 'online', 'store', 'owners', 'a', 'quick', 'and', 'easy', 'means', 'to', 'setup', 'and', 'perform', 'sales', 'and', 'other', 'core', 'business', 'over', 'the', 'internet', '.', 'This', 'document', 'will', 'outline', 'all', 'of', 'the', 'functions', ',', 'capabilities', 'and', 'requirements', 'for', 'Version', '1', 'of', 'GAMMA', '', 'J', '’s', 'Web', 'Store', '.', 'Version', '1', 'is', 'planned', 'for', 'implementation', 'on', 'a', '“', 'plug', 'and', 'play', '”', 'USB', 'Key', '.', 'Future', 'versions', 'will', 'be', 'based', 'on', 'other', 'network', 'appliances', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[''],[0]
"['This', 'document', 'is', 'intended', 'to', 'flush', 'out', 'the', 'requirements', 'by', 'the', 'customer', 'GAMMA', '', 'J.', 'The', 'customer', 'can', 'review', 'this', 'document', 'to', 'ensure', 'their', 'needs', 'along', 'with', 'the', 'needs', 'of', 'their', 'user', '’s', 'are', 'being', 'met', 'in', 'their', 'new', 'Web', 'Store', 'program', '.', 'The', 'development', 'team', 'will', 'also', 'use', 'this', 'document', 'for', 'guidance', 'on', 'overall', 'design', 'and', 'implementation', 'of', 'the', 'Web', 'Store', 'system', '.', 'The', 'test', 'and', 'verification', 'team', 'can', 'reference', 'this', 'to', 'ensure', 'the', 'requirements', 'are', 'being', 'meet', 'for', 'the', 'customer', '.', 'Finally', ',', 'the', 'tech', 'writer', 'will', 'use', 'this', 'to', 'assist', 'with', 'user', 'documentation', '.', 'This', 'document', 'is', 'designed', 'to', 'be', 'review', 'from', 'beginning', 'to', 'end', ';', 'however', ',', 'readers', 'who', 'are', 'new', 'to', 'technical', 'documentation', 'may', 'want', 'to', 'refer', 'to', 'Appendix', 'E', ':', 'Data', 'Dictionary', 'first', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['According', 'to', 'GAMMA', '', 'J', '’s', 'Functional', 'Needs', 'Statement', 'this', 'Web', 'Store', 'will', ':', 'Manage', 'customer', 'accounts', ';', 'Manage', 'an', 'online', 'store', 'inventory', ';', 'Confirm', 'Orders', ';', 'Have', 'an', 'unambiguous', 'interface', 'to', 'assist', 'in', 'browsing', 'the', 'categories', 'and', 'products', ';', 'Use', 'Secure', 'Socket', 'Layer', '(', 'SSL', ')', 'for', 'security', ';', 'Have', 'an', 'availability', 'of', '99.999', '%', ';', 'Allow', 'an', 'optional', 'mirror', 'site', 'for', 'reliability', 'and', 'backups', ';', 'Feature', 'interface', 'for', 'future', 'software', 'enhancement', 'via', '“', 'Plug', '', 'ins', '”', ';', 'The', 'initial', 'inventory', 'will', 'be', '100', 'items', '.', 'Expandable', 'with', 'unique', 'codes', ',', 'the', 'owners', 'can', 'purchase', 'to', 'expand', 'the', 'inventory', '.', 'The', 'minimum', 'total', 'inventory', 'will', 'be', '20,000', 'items', '.', 'Since', 'this', 'will', 'be', 'a', '“', 'Plug', 'and', 'Play', 'device', '”', ',', 'no', 'software', 'installation', 'will', 'be', 'necessary', '.', 'This', 'software', 'will', 'contain', 'all', 'of', 'the', 'basic', 'needs', 'to', 'manage', 'an', 'online', 'store', '.', 'Advanced', 'needs', 'can', 'be', 'added', 'in', 'the', 'future', 'via', '“', 'plug', '', 'ins', '.', '”', 'More', 'detail', 'on', 'the', 'functionality', 'of', 'the', 'Web', 'Store', 'can', 'be', 'found', 'in', 'part', '3', '.', 'System', 'Features', 'and', 'in', 'the', 'function', 'Needs', 'statement', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['This', 'document', 'draws', 'insight', 'from', 'the', 'Web', 'Store', 'System', 'Overview', ',', 'Functional', 'Needs', 'Statement', ',', 'and', 'Stakeholder', 'Goals', 'List', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Web', 'Store', 'is', 'a', 'new', 'system', 'designed', 'for', 'users', 'new', 'to', 'the', 'online', 'E', '', 'commerce', '.', 'This', 'will', 'be', 'a', 'plug', 'and', 'play', 'device', 'with', 'its', 'own', 'CPU', 'and', 'operating', 'system', '.', 'The', 'Web', 'Store', 'will', 'be', 'a', 'quick', 'and', 'easy', 'means', 'to', 'setup', 'and', 'operate', 'an', 'online', 'Web', 'Store', '.', 'The', 'Figure', '2.1', 'is', 'a', 'context', 'diagram', 'showing', 'external', 'system', 'interfaces', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Account', 'Management', '(', 'AM', ')', '(', 'High', 'Priority', '):', 'AM', 'allows', 'users', 'to', 'create', ',', 'edit', ',', 'and', 'view', 'accounts', 'information', '.', 'It', 'also', 'allows', 'the', 'user', 'to', 'login', '/', 'out', 'of', 'the', 'system', ';', 'Search', 'Engine', '(', 'SE', ')', '(', 'Medium', 'Priority', '):', 'SE', 'is', 'the', 'tool', 'that', 'assists', 'the', 'user', 'in', 'finding', 'a', 'specific', 'item', 'in', 'the', 'database', '.', 'It', 'can', 'receive', 'search', 'criteria', ',', 'find', 'search', 'criteria', ',', 'and', 'return', 'the', 'results', 'of', 'the', 'search', ';', 'Product', 'Management', '(', 'PM', ')', '(', 'High', 'Priority', '):', 'PM', 'allows', 'sales', 'personnel', 'to', 'manage', 'the', 'product', 'line', 'shown', 'on', 'the', 'web', 'site', ';', 'Shopping', 'Cart', '(', 'SC', ')', '(', 'Medium', 'Priority', '):', 'SC', 'is', 'temporary', 'storage', 'for', 'customers', 'shopping', 'on', 'the', 'web', '.', 'Items', 'from', 'the', 'inventory', 'can', 'be', 'reserved', 'in', 'a', 'virtual', 'cart', 'until', 'the', 'customer', 'decides', 'to', 'purchase', 'them', ';', 'Purchasing', 'and', 'Payment', '(', 'PP', ')', '(', 'High', 'Priority', '):', 'PP', 'is', 'used', 'to', 'approve', 'and', 'transfer', 'payment', 'from', 'buyers', 'when', 'purchasing', 'items', 'in', 'the', 'cart', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 1, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 3, 4, 4, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['System', 'Administrator', ':', 'Is', 'generally', 'the', 'owner', 'that', 'takes', 'care', 'of', 'maintenance', 'for', 'the', 'Web', 'Store', 'system', '.', 'The', 'administrator', 'will', 'be', 'in', 'charge', 'of', 'assigning', 'privileges', 'of', 'accounts', '.', 'Suggested', 'more', 'than', 'one', 'individual', 'can', 'have', 'administrator', 'privilege', 'to', 'ensure', 'advisability', '.', 'Full', 'documentation', 'will', 'be', 'provided', 'to', 'the', 'Administrator', 'to', 'assist', 'with', 'this', 'process', ';', 'Sales', 'Personnel', ':', 'Is', 'generally', 'the', 'owner', 'of', 'the', 'Web', 'Store', 'tasked', 'with', 'updating', 'inventory', 'and', 'product', 'line', 'descriptions', '.', 'Once', 'added', ',', 'sales', 'personnel', 'can', 'add', ',', 'delete', 'and', 'change', 'descriptions', ',', 'pictures', ',', 'prices', ',', 'and', 'when', 'ready', 'flag', 'items', 'for', 'customers', 'to', 'buy', ';', 'Customer', ':', 'A', 'customer', 'is', 'an', 'individual', 'wishing', 'to', 'purchase', 'inventory', 'from', 'GAMMA', '', 'J', '’s', 'Web', 'Store', '.', 'The', 'Web', 'store', 'will', 'have', 'a', 'variety', 'of', 'clientele', 'depending', 'upon', 'the', 'inventory', 'loaded', 'on', 'the', 'Key', '.', 'When', 'creating', 'a', 'new', 'account', 'on', 'Web', 'Store', 'it', 'will', 'default', 'as', 'a', 'customer', 'account', '.', 'Later', 'if', 'the', 'account', 'needs', 'to', 'be', 'upgraded', 'the', 'administrator', 'can', 'accomplish', 'this', 'via', 'the', 'administrator', 'interface', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 1, 2, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Web', 'Store', 'shall', 'operate', 'with', 'the', 'following', 'internet', 'browsers', ':', 'Microsoft', 'Internet', 'Explorer', 'version', '6', 'and', '7', ',', 'Netscape', 'Communicator', 'Version', '4', 'and', '5', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Web', 'Store', 'shall', 'operate', 'on', 'an', 'Intel', 'based', 'system', 'with', 'Slackware', 'Linux', '2.6', 'and', 'Apache', 'Web', 'Server', '.', 'The', 'operating', 'system', 'is', 'designed', 'by', 'the', 'Yoggie', 'Corporation', '.', 'Although', 'maintenance', 'documentation', 'will', 'be', 'supplied', 'and', 'the', 'operating', 'system', 'will', 'be', 'tested', ',', 'the', 'developers', 'of', 'this', 'Web', 'Store', 'are', 'not', 'responsible', 'for', 'the', 'functionality', 'of', 'the', 'operating', 'system', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'system', 'shall', 'use', 'SQL', 'based', 'database', 'to', 'store', 'inventory', 'information', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['USB', 'interface', 'and', 'divers', 'are', 'provided', 'by', 'Yoggie', 'Corporation', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Must', 'use', 'a', 'SQL', 'based', 'database', '.', 'SQL', 'standard', 'is', 'the', 'most', 'widely', 'used', 'database', 'format', '.', 'Restricting', 'to', 'SQL', 'allows', 'easy', 'of', 'use', 'and', 'compatibility', 'for', 'Web', 'Store', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Compatibility', 'is', 'only', 'tested', 'and', 'verified', 'for', 'Microsoft', 'Internet', 'Explorer', 'version', '6', 'and', '7', ',', 'Netscape', 'Communicator', 'Version', '4', 'and', '5', '.', 'Other', 'versions', 'may', 'not', 'be', '100', '%', 'compatible', '.', 'Also', 'other', 'browsers', 'such', 'as', 'Mozilla', 'or', 'Firefox', 'may', 'not', 'be', '100', '%', 'compatible', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Shall', 'install', 'online', 'help', 'for', 'users', 'via', 'the', 'web', 'interface']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Shall', 'deliver', 'Operations', 'and', 'Maintenance', 'manual', ',', 'Users', 'Guide', 'book', ',', 'and', 'Installation', 'Instructions', 'for', 'the', 'Administrator', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Assume', 'the', 'delivery', 'of', 'development', ',', 'test', 'and', 'evaluate', 'samples', 'of', 'the', 'USB', 'system', 'from', 'Yoggie', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Assume', 'Yoggie', 'will', 'freeze', 'the', 'baseline', 'of', 'the', 'USB', 'system', 'after', 'delivery', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customers', 'will', 'be', 'able', 'to', 'create', 'accounts', 'to', 'store', 'their', 'profiles', ',', 'contact', 'information', ',', 'purchase', 'history', ',', 'and', 'confirm', 'orders', '.', 'This', 'is', 'a', 'high', 'priority', 'system', 'feature', '.', 'Security', 'methods', 'will', 'ensure', 'that', 'customer', 'accounts', 'remain', 'confidential', 'and', 'resistant', 'to', 'tampering', '.']","[1, 0, 0, 0, 0, 3, 4, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Web', 'Browser', 'initiates', 'request', 'to', 'Web', 'Server', 'via', 'HTTPS', ';', 'Web', 'Server', 'parses', 'request', ';', 'Web', 'Server', 'submits', 'request', 'to', 'Service', ';', 'Service', 'picks', 'up', 'request', ';', 'Service', 'runs', 'task', ';', 'Service', 'returns', 'results', ';', 'Web', 'Server', 'checks', 'for', 'completion', ';', 'Web', 'Server', 'returns', 'results', 'to', 'Web', 'Browser', ';', 'Web', 'Browser', 'displays', 'results', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customers', 'will', 'be', 'able', 'to', 'create', 'accounts', 'to', 'store', 'their', 'customer', 'profiles', ',', 'configure', 'contact', 'information', ',', 'view', 'their', 'purchase', 'history', ',', 'and', 'confirm', 'orders', '.', 'Customers', 'will', 'be', 'able', 'to', 'register', ',', 'log', 'in', ',', 'and', 'log', 'out', 'of', 'their', 'accounts', '.', 'Furthermore', ',', 'Customer', 'profiles', 'will', 'also', 'include', 'payment', 'information', ',', 'such', 'as', 'the', 'ability', 'to', 'store', 'credit', 'card', 'information', ',', 'and', 'address', 'information', '.']","[1, 0, 0, 0, 0, 3, 4, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 1, 0, 0, 0, 0, 3, 0, 3, 4, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 4, 4, 0, 0, 0, 0, 0]"
"['Inventory', 'management', 'will', 'allow', 'for', 'the', 'placement', 'of', 'products', 'into', 'multi', '', 'tiered', 'categories', '.', 'This', 'is', 'a', 'medium', 'priority', 'system', 'feature', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Same', 'as', '3.1.2']","[0, 0, 0]"
"['Products', 'will', 'be', 'stored', 'in', 'multi', '', 'tiered', 'categories', ';', 'a', 'category', 'can', 'contain', 'sub', 'categories', 'or', 'products', '.', 'The', 'inventory', 'management', 'will', 'allow', 'for', 'administrators', 'to', 'update', 'the', 'categories', ',', 'the', 'products', 'placed', 'in', 'categories', ',', 'and', 'the', 'specific', 'product', 'details', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customers', 'will', 'be', 'able', 'to', 'add', 'and', 'store', 'products', 'for', 'purchase', 'within', 'the', 'shopping', 'cart', '.', 'This', 'feature', 'is', 'a', 'medium', 'priority', 'system', 'feature', '.']","[1, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Customers', 'will', 'also', 'be', 'able', 'to', 'add', 'products', 'into', 'the', 'shopping', 'cart', '.', 'The', 'shopping', 'cart', 'will', 'clearly', 'display', 'the', 'number', 'of', 'items', 'in', 'the', 'cart', ',', 'along', 'with', 'the', 'total', 'cost', '.', 'The', 'customer', 'will', 'also', 'be', 'able', 'to', 'add', 'to', 'or', 'remove', 'products', 'from', 'the', 'shopping', 'cart', 'prior', 'to', 'checkout', 'and', 'order', 'confirmation', '.']","[1, 0, 0, 0, 0, 0, 3, 4, 4, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Order', 'confirmation', 'will', 'allow', 'the', 'customer', 'to', 'review', 'their', 'order', 'after', 'checkout', 'prior', 'to', 'confirmation', '.', 'This', 'is', 'a', 'medium', 'priority', 'system', 'feature', '.']","[0, 0, 0, 0, 0, 1, 0, 3, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
