tokens,IOB_tag
"['.', 'time', 'all', 'at', 'location', 'all', 'have', 'of', 'apart', 'the', 'the', 'ensure', 'for', 'responsible', 'be', 'person', 'this']","['O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'May', ',', '1999', '.', 'please']","['O', 'O', 'O', 'O', 'O', 'O']"
"['experience', 'of', 'and', 'Motif', ';', 'technique', 'environment', '.', 'Advanced']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'request', 'test', 'laboratory', 'for', 'message', 'and', 'Requirements', 'support', '.', 'instance', 'local', 'a', 'in', 'store', 'be', 'should', 'organization', 'partner', 'response', 'key', 'for', 'information', 'contact']","['O', 'I-class', 'I-class', 'B-class', 'O', 'B-class', 'O', 'O', 'O', 'O', 'I-class', 'B-class', 'O', 'O', 'O', 'O', 'O', 'I-class', 'I-class', 'I-class', 'B-class', 'O', 'I-attr', 'B-attr']"
"['enter', 'the', 'No', 'of', 'voucher', 'require', ',', 'the', 'system', 'should', 'automatically', 'the', 'will', 'MSIU', 'decision', 'enter', 'during', 'claim', 'submission', '.', 'the']","['O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O']"
"['9', 'be', 'concern', 'with', 'a', 'number', 'plan', 'for', 'the', 'section', ')', 'i', '(']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['much', 'as', 'possible', ',', 'the', 'the', 'be', 'goal', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', ""'"", 'group', 'operation', ""'"", 'the', 'of', 'staff', 'and', ',', 'in', 'explain', 'reason', 'flexible', 'and', 'observe', 'service', 'as', 'such', 'requirement', 'operational', 'scheduling', 'support', 'essential', 'be', 'this']","['O', 'O', 'I-class', 'I-class', 'I-class', 'I-class', 'I-class', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['functional', 'requirement', 'for', 'each', 'of', 'delete', 'the', 'be', 'provide', 'as', 'A1', 'to', 'A7', 'in', 'module', 'and', 'update', 'create', 'and', 'section', ',', 'state', 'specific', 'datum', ',', 'caste', ',', 'tribe', ',', 'property', 'information', 'etc', '.', 'can', 'be', 'separate', 'sensitive', 'enclosure', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-attr', 'I-attr', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Name', '(', 'as', 'the', 'in', 'Report', 'footer', 'for', 'Name', ';', 'Staff', 'Code', ';', 'Staff', 'Name', ';', 'Staff', 'Type', ';', 'Qualification', '.', 'the']","['I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-attr', 'O', 'B-attr', 'I-attr', 'O', 'B-attr', 'I-attr', 'O', 'B-attr', 'I-attr', 'O', 'B-attr', 'O', 'O']"
"['?', 'telescope', 'the', 'to', 'directly', 'these', 'connect', 'not', 'site', 'satellite', 'the', 'do', 'why']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['product', 'the', 'improve', 'and', 'revise', 'to', 'help', 'will', 'this', ',', 'software', 'the', 'on', 'opinion', '.', 'this']","['B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O']"
"['protect', 'a', 'traction', 'unit', 'from', 'roll', 'away', 'the', 'direction', 'be', 'driver', 'intervention', 'from', 'ETCS', 'equipment', 'at', 'least', 'avoid', '5', '.', 'before']","['O', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'I-attr', 'O', 'B-class', 'B-class', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'torrent', 'or', 'video', 'stream', 'for', 'website', 'multiple', 'aid', 'various', 'option', 'and', 'http://www.facebook.com', ';', 'http://www.megavideo.com', ';', 'http://www.youtube.com']","['O', 'B-class', 'O', 'I-class', 'B-class', 'O', 'B-class', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O']"
"['in', 'driver', 'have', 'trackside', '.', 'a']","['O', 'B-class', 'O', 'B-class', 'O', 'O']"
"['ClearEvent', 'entry', 'that', 'to', 'stream', 'be', 'terminate', ';', 'SetEvent', 'an', 'event', 'be', 'establish', 'as', 'a', 'monitor', 'of', 'some', 'database', 'entry', '.', 'appropriate']","['O', 'B-attr', 'O', 'O', 'I-class', 'O', 'B-attr', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O']"
"['get', ';', 'place', '=', 'location', ';', 'YYYY', '/', 'DD', 'where', '/', 'format', ';', 'ship', 'be', 'order', 'specify', 'the', 'MM', 'when', 'the', 'be', '.', ')', 'shelf', ',', 'column', ',', 'aisle', 'item', '(', 'form', 'the', 'in', 'warehouse', 'the', 'in', 'keep', 'of', 'date']","['O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'B-attr', 'O', 'B-attr', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr']"
"['select', 'block', 'can', 'game', 'can', 'from', 'a', 'the', 'before', 'be', 'they', 'where', 'cancel', 'the', 'at', 'position', 'block', 'the', 'display', 'game', 'the']","['O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-attr', 'B-attr', 'O', 'O', 'O', 'O']"
"['.', '""', 'no', '""', '.', 'and', 'yes', '""', ':', 'possible', 'be', 'choice', 'two']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['to', 'procedure', 'another', 'a', 'due', 'to', 'the', 'local', 'connection', 'and', 'interface', 'to', ',', 'the', 'electronic', '.', 'in']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['also', 'important', 'that', 'there', 'be', 'no', 'undesired', 'interaction', 'between', 'subsystem', '.', 'this']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O']"
"['IOC', 'software', 'be', 'design', 'so', 'that', 'the', 'database', 'access', 'nothing', 'hardware', 'about', '’s', 'driver', 'be', 'how', 'to', 'call', 'it', '.', 'this']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ﬁeld', 'be', 'common', 'to', 'all', 'record', 'type', 'and', 'other', 'be', 'speciﬁc', 'to', 'every', 'have', 'database', 'hold', 'data', 'structure', 'be', 'provide', 'so', 'that', 'the', 'database', 'of', 'can', 'access', 'efﬁciently', '.', 'Most']","['B-attr', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['of', 'the', 'distributor', '(', 'select', 'from', 'Distributor', 'Master', ')', ';', 'name', 'of', 'Mode', 'Entry', 'report', 'detail', 'of', 'any', 'duplicate', 'name', 'the', 'system', 'will', 'give', 'a', 'warning', 'message', 'to', 'have', 'capture', 'the', 'name', 'or', 'to', 'change', 'the', 'name', '.', 'for']","['O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'B-attr', 'O', 'B-class', 'I-attr', 'O', 'O', 'O', 'B-attr', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O']"
"['also', 'have', 'the', 'capability', 'of', 'be', 'set', 'and', 'control', 'by', 'a', 'user', 'of', 'the', 'THEMAS', 'system', 'time', 'real', 'thermostat', 'of', 'be', 'capable', 'no', 'return', 'the', 'current', 'temperature', 'and', 'the', 'current', 'desire', 'temperature', 'setting', 'all']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'B-attr', 'I-attr', 'I-attr', 'O']"
"['submit', 'the', 'claim', '(', 'Treatment', 'Form', ')', 'to', 'MSIU', ',', 'the', 'system', 'will', 'have', 'the', 'provision', 'to', 'no', 'than', 'of', 'Forms', 'be', 'current', 'date', ';', 'the', 'system', 'list', 'the', 'VSP', 'Name', 'from', 'VSP', 'Master', 'should', ';', 'Forms', 'and', 'Available', 'Forms', 'only', 'accept', 'numeric', 'value', ';', 'available', 'form', 'may', 'be', 'Mentioned', 'submission', 'of', 'date', ';', 'the', 'above', 'as', 'the', 'master', 'part', 'and', 'below', 'detail', 'be', 'the', 'transaction', 'part', ';', 'Treatment', 'Form', 'no', '.', 'during']","['O', 'O', 'B-class', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'I-attr', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'I-attr', 'I-attr', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'O']"
"['of', 'hardware', 'platform', 'to', 'as', 'few', 'as', 'be', 'practical', 'computer', '.', 'arise', 'need', 'intent', 'of', 'a', 'portability', 'requirement', 'be', 'to', 'facilitate', 'migrate', 'exist', 'and', 'future', 'Gemini', 'system', 'to', 'different', 'hardware', 'as', 'the', '.', 'main', 'that', 'transparent', 'interface', 'should', 'not', 'be', 'see', 'as', 'a', 'package', 'user', 'link', 'a', 'speciﬁc', 'computer', '.', 'give']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['particular', 'also', ',', 'the', 'meteorological', 'information', 'come', 'from', 'a', 'weather', 'station', 'should', 'be', 'available', 'centrally', 'term', 'actual', 'of', ',', 'on', 'all', 'instrument', '.', 'in']","['O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O']"
"['.', '3.2.4.4', 'chapter', 'see', ',', '""', 'exit', '""', 'action', '>', '""', 'exit', 'contain']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['time', 'an', 'alarm', 'be', 'request', ',', 'an', 'alarm', 'event', 'shall', 'be', 'window', 'of', 'select', 'of', 'list', 'of', 'available', 'month', 'from', 'which', 'to', 'make', 'a', 'selection', '.', 'after']","['O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'video', 'the', 'download', 'to', 'file', 'try', 'the', 'from', 'video', 'the', 'stream', 'to', 'somewhere', 'either', ',', 'watch', 'to', 'want', 'they', 'video', 'the', 'or', 'specify', 'find', 'different', 'the', 'to', 'back', 'come', 'can', 'they', 'that', 'so', ',', 'video', 'favorite', 'their', 'store', 'to', 'video', 'user', 'facility', 'the', 'have', 'will', 'they']","['O', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'B-class', 'B-class', 'O', 'O', 'O', 'O', 'O']"
"[')', 'Scenario', 'Basic', '(', '4', 'step', 'to', '.', 'Login']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['to', 'choose', 'between', 'different', 'input', 'device', 'for', 'activate', 'ability', 'activation', 'user', 'disability', ':', 'user', 'interface', 'should', 'be', 'design', 'to', 'be', 'robust', 'as', 'as', 'possible', 'in', 'the', 'face', 'of', 'change', 'technology', 'robust', 'with', 'interface', 'make']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Name', ';', 'date', 'of', 'submission', ';', 'no']","['I-attr', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'B-attr']"
"['.', 'Institutes', 'home', '.', 'telescope', 'the', 'of', 'the', 'necessarily', 'not', '(', 'member', 'staff', 'a', 'without', 'issue', 'be', 'not', 'can', 'command', 'control', 'telescope', ',', 'consideration', 'safety', 'for', 'same', 'to', 'person', 'have', 'control', ';', 'audio', 'and', 'video', 'time', 'real', ';', 'button', '""', 'stop', '""', 'wire', 'hard', 'a', ':', 'to', 'access', 'direct', ')', ',', ',', 'intelligent', 'have', 'be', 'attach', 'to', 'the', 'channel', 'as', 'the', 'subsystem', 'target', 'it']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O']"
"['statistic', 'statistic', 'the']","['I-attr', 'O', 'O']"
"['sale', 'team', 'master', 'be', 'for', 'the', 'future', 'development', 'separate', 'of', 'program', ',', 'if', 'this', 'program', 'be', 'extend', 'to', 'a', 'country', '-', 'wide', 'network', 'this', 'a', 'have', 'will', 'Salesman', '*', ';', 'DOB', '&', 'Age', '*', ';', 'Gender', '*', ';', 'Communication', 'Address', '*', ';', 'contact', 'no', ';', 'e', '-', 'Mail', 'I', 'd', ';', 'sale', '-', 'team', '(', 'which', 'of', 'purchase', 'with', 'distributor', ')', 'by', 'double', 'clicking', 'on', 'the', 'grid', '.', 'print']","['B-class', 'I-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'B-attr', 'O', 'B-attr', 'O', 'O', 'B-attr', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'B-attr', 'I-attr', 'O', 'B-attr', 'I-attr', 'I-attr', 'I-attr', 'I-attr', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'O', 'O', 'B-attr', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['principal', 'example', 'be', 'that', 'regular', 'to', 'this', 'a', 'at', 'that', 'time', '.', 'thus']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'send', 'Customer']","['O', 'O', 'B-class']"
"['Most', 'control', 'subsystem', 'be', '-', 'be', 'callback', 'establish', 'timeout', 'occur', ';', 'SetCallback', 'a', 'callback', 'be', 'establish', 'to', 'process', 'datum', 'across', 'the', 'indicate', 'route', ';', 'ClearCallback', 'A', 'previously', 'or', 'IOC', 'operate', 'and', 'the', 'indicate', 'class', 'be', 'be', 'establish', 'for', 'some', 'of', 'item', 'the']","['O', 'B-class', 'I-class', 'O', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['that', 'specification', 'the', 'TSI', 'may', 'define', 'specific', 'condition', ',', 'CCS', 'mandatory', 'level', 'low', 'every', 'ETCS', 'application', '.', 'if']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O']"
"['.', 'attempt', 'login', 'fail', 'consecutive', 'customer', 'second', 'migrate', 'back', 'System', ';', 'Customer', 'the', 'for', 'account', 'new', 'create', 'a', 'system', ';', 'information', ""'s"", 'customer', 'the', 'validate', 'create', 'system', 'a', 'cookie', ""'s"", 'Customer', 'recognize', 'system']","['O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O']"
"['(', 'add', 'new', 'record', ')', ';', 'edit', '(', 'update', 'available', 'record', ')', ';', 'Delete', '(', 'deleting', 'will', 'be', 'allow', 'only', 'if', 'no', 'child', 'record', 'be', 'create', ';', 'the', 'and', 'to', 'additionally', 'the', 'provision', 'for', 'validity', 'date', 'check', 'for', 'the', 'period', 'of', 'voucher', 'to', ';', 'be', 'in', 'the', 'program', 'be', 'provide', '.', 'this']","['O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O']"
"['.', ']', '1', 'part', '1508', 'IEC', '[', 'and', ']', ';', '(', 'o', ')', ')', 'o', '(', ';', 'Address', 'Public', ';', 'UIC', ')', '(', ';', 'interface', 'ETCS', '/', 'ERTMS', ';', 'o', '(']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['M', ')', 'the', 'network', 'shall', ']', ',', 'tone', 'of', '.', '(']","['O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O']"
"['shall', 'be', 'able', 'to', 'select', 'Train', 'driver', '-', 'on', 'the', 'indicate', 'the', 'result', 'of', 'the', 'self', '-', 'test', '.', 'train']","['O', 'O', 'O', 'O', 'O', 'B-class', 'B-class', 'I-class', 'B-class', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'B-class', 'I-class', 'I-class', 'O', 'B-attr']"
"['fddi', 'system', 'be', 'recommend', 'for', 'the', 'requirement', ';', 'later', 'decide', 'least', 'for', 'the', 'development', 'system', '.', 'a']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'O', 'O']"
"['system', 'be', 'base', 'on', 'the', 'ETSI', 'GSM', 'standard', 'statement', 'be', 'these']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['ﬁrst', 'ﬁeld', 'of', 'have', 'type', 'record', 'particular', 'a', 'ﬁxed', 'set', 'of', 'ﬁeld', '.', 'some']","['B-attr', 'I-attr', 'O', 'O', 'I-class', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O']"
"['.', '6', 'Explorer', 'administrator', 'the', 'upgrade', 'be', 'to', 'need', 'account', 'can', 'the', 'later']","['O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O']"
"['.', 'note', 'relevant', 'any', 'and', ',', 'interpretation', 'overall', ',', 'value', 'result', 'for', 'measure', 'of', 'unit', 'as', 'datum', '/', ',', '(', 'test', ',', 'ID', 'Subject', ',', 'ID', 'Specimen', 'the', 'include', 'datum', 'this', 'of', 'example']","['O', 'B-attr', 'O', 'O', 'O', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'I-attr', 'B-attr', 'O', 'B-attr', 'I-class', 'O', 'O', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'I-attr', 'B-attr', 'O', 'O', 'B-attr', 'O', 'O', 'O']"
"['.', 'train', 'already', 'be', 'issue', 'to', 'a', 'train', 'in', 'a', 'co', '-', 'operative', 'way', 'between', 'RBC', 'and', ',', 'propose', 'from', 'RBC', 'not', 'stop', 'at', 'the', 'propose', 'new', 'target', 'location', 'it', 'shall', 'reject', 'the', 'request', 'and', 'keep', 'can', 'supervise', 'train', 'if']","['O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'B-class', 'O']"
"['the', 'event', 'that', 'the', 'risk', 'persist', ',', 'subsystem', 'must', 'high', 'able', '-', 'system', 'cause', 'damage', 'to', 'any', 'Gemini', '8', 'm', 'Telescopes', 'or', 'subsystem', 'for', 'example', ',', 'by', 'drive', 'beyond', 'limit', 'or', ',', 'people', 'endanger', 'could', ')', '.', 'safety']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'B-class', 'O', 'I-class', 'I-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'drug', 'up', 'follow', 'second', ';', 'diagnosis', 'up', 'follow', 'second', ';', 'Syndrome']","['O', 'I-attr', 'I-attr', 'I-attr', 'B-attr', 'O', 'I-attr', 'I-attr', 'I-attr', 'B-attr', 'O', 'B-attr']"
"['downtime', 'for', 'System', 'search', '(', 'multiple', 'the']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', 'measure', 'control', 'access', 'and', 'alarm', ',', 'take', 'into', 'account', 'in', 'on', 'antenna', 'to', 'access', 'maintenance', ',', 'example', 'protection', 'for']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['access', 'should', 'a', 'goal', 'to', 'support', 'remote', 'observe', 'from', 'the', 'be', 'with', 'together', ',', '.', 'in']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['might', 'be', 'implement', ',', 'A&G', ';', 'the', 'RGO', 'SIC', 'development', 'staff', 'will', 'be', 'make', 'available', 'the', '.', 'this', 'way', 'the', 'number', 'of', 'Internals', 'staff', 'be', 'in']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"[',', 'all', 'exist', 'software', 'be', 'to', 'be', 'evaluate', 'in', 'term', 'in', 'software', 'the', 'Software', 'EPICS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['of', 'number', 'a', 'that', 'mean', 'this']","['O', 'O', 'O', 'O', 'O', 'O']"
"['automatically', 'out', 'operation', 'for', 'a', 'while', '.', 'nevertheless']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Parameters', 'Temperature', 'Data', 'two', 'type', 'of', 'temperature', 'datum', 'shall', 'be', 'recognize', 'from', 'module', 'the', ':', '1', ')', 'the', 'temperature', 'setting', 'and', '2', ')', 'the', 'current', 'temperature', '.', 'thermostat', '.', 'temperature', 'be', 'themas', 'system', 'shall', 'identify', 'the', 'current', 'temperature', 'value', 'as', 'an', 'invalid', 'temperature', 'and', 'the', 'shall', 'an', 'invalid', 'temperature', 'status', '.', 'otherwise']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'O', 'B-attr', 'I-attr', 'O', 'O', 'O', 'I-attr', 'O', 'O', 'B-class', 'O', 'O', 'O', 'B-attr', 'I-attr', 'I-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'I-class', 'I-class', 'O', 'O']"
"['.', 'context', 'instrument', '-', 'multi', 'a', 'in', 'as', 'time', 'the', ',', 'provide', 'by', 'environment', '(', 'level', 'test', 'the', 'at', 'work', 'usually', 'staff', 'see', 'maintenance', 'development', 'Software', 'mode', 'operation', ';', 'operation', 'normal', 'ongoing', 'and', 'section', '3.2.1.3', 'on', 'Gemini', 'the', 'of', 'part', 'other']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-attr', 'B-attr', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Customer', 'the', 'to', 'page', 'home', 'account', 'display', '.', 'system', 'cookie', 'session', 'create', 'system', ';', 'information', 'the', ';', 'A1']","['B-class', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['.', '2x', 'of', 'side', 'a', 'with', 'block', 'square', 'one', 'be', 'there']","['O', 'O', 'O', 'O', 'O', 'O', 'B-class', 'O', 'O', 'O', 'O']"
"['provide', 'the', 'input', 'of', 'other', 'datum', 'require', 'for', '.', 'start', 'Entry', '.', 'store']","['O', 'O', 'O', 'O', 'O', 'B-attr', 'O', 'O', 'O', 'O', 'I-class', 'O', 'B-attr']"
"['=', 'ID', 'User']","['O', 'I-attr', 'B-attr']"
